profile	artifact_size_bytes	fresh_group	lifecycle	warm_followup_index	logical_request_id	activation_id	action_fqen	action_revision	action_identity_sha256	terminal_success	activation_get_status	store_evidence_status	expected_rid	actual_rid	rid_status	decrypt_status	workload_status	request_payload_bytes	request_payload_sha256	payload_evidence_status	container_hostname	worker_started_this_invocation	kms_contacted	enclave_key_cache_hit	function_cache_hit	cfunc_decrypt_executed	fresh_placement_eligible	warm_reuse_eligible	analysis_eligible	quality_reason	measurement_sequence	client_start_unix_ns	client_end_unix_ns	client_elapsed_ms	activation_duration_ms	c_req_bytes	c_key_bytes	c_out_bytes	ct_bytes	worker_keypath_dur_ns	worker_wait_kms_dur_ns	kms_verify_dur_ns	kms_key_release_dur_ns	kms_total_dur_ns	quote_gen_dur_ns	worker_exec_dur_ns	worker_invoke_dur_ns	adapter_invoke_dur_ns	function_key_decap_cycles	cfunc_aes_gcm_cycles	wasm_load_cycles	wasm_instantiate_cycles	input_key_decap_cycles	input_aes_gcm_cycles	workload_core_cycles	output_kem_cycles	output_aes_gcm_cycles	function_key_decap_duration_ns	cfunc_aes_gcm_duration_ns	wasm_load_duration_ns	wasm_instantiate_duration_ns	input_key_decap_duration_ns	input_aes_gcm_duration_ns	workload_core_duration_ns	output_kem_duration_ns	output_aes_gcm_duration_ns	tsc_hz	tsc_frequency_method
asyncs	4194304	9	warm_followup	5	s4194304-g009-warm05	489065cd61d44ec89065cd61d4aec875	/guest/c2_asyncs_sleep50_r340_s4194304_g009	0.0.1@1784515983747	9208dcb15f67349cdb97e168c16a6e4a54b284460b3783be9e454fac2da174ac	true	200	present	4a332822d99afa5960b207fa1dc17b0f46e0b1b1aea7a6b2ea59285c8de09ad5	4a332822d99afa5960b207fa1dc17b0f46e0b1b1aea7a6b2ea59285c8de09ad5	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	e043e86aff8b	false	false	true	true	false	false	true	true	ok	216	1784516107570326049	1784516107651494050	81.168084	70	1052	263	573	65	246	0	0	0	0	0	64136977	64787605	65368060	0	0	3572706	353296	6431512	3687	135202152	580668	5076	0	0	1323259	130853	2382105	1365	50076207	215067	1880	2699927936	calibrated_monotonic_raw_20ms
asyncs	65536	10	fresh_first_use	0	s65536-g010-fresh	4fbeb3a1049a4f06beb3a1049a4f06f2	/guest/c2_asyncs_sleep50_r340_s65536_g010	0.0.1@1784515956915	652b0dbed7bf824e35fb460145ebc92f2986bae24593d1a148ad29d757d535f1	true	200	present	3a204e1e6a669d1b25754507d7555dd4c6e7ad2f926ebc58c1313a2b670028b4	3a204e1e6a669d1b25754507d7555dd4c6e7ad2f926ebc58c1313a2b670028b4	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	353cf1b664ac	false	true	false	false	true	true	false	true	ok	217	1784516107920170294	1784516109070296888	1150.126593	1067	1052	263	573	65	966072812	34409254	31321086	2141939	33463397	930663722	66428268	1032901365	1036710887	13214285	153036	7600201	629510	19429853	6513	135341772	608487	5257	4894429	56682	2815032	233163	7196608	2412	50129136	225377	1947	2699862415	calibrated_monotonic_raw_20ms
asyncs	65536	10	warm_followup	1	s65536-g010-warm01	5b2ef52bce284cedaef52bce289ced41	/guest/c2_asyncs_sleep50_r340_s65536_g010	0.0.1@1784515956915	652b0dbed7bf824e35fb460145ebc92f2986bae24593d1a148ad29d757d535f1	true	200	present	50b1bb12c7346532e053f584e1f30cb58f4817280df51b75418a149cfb7027ae	50b1bb12c7346532e053f584e1f30cb58f4817280df51b75418a149cfb7027ae	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	353cf1b664ac	false	false	true	true	false	false	true	true	ok	218	1784516109338066843	1784516109412791495	74.725139	62	1052	263	573	65	266	0	0	0	0	0	54502503	54623345	55472212	0	0	3466270	315241	6598014	4784	135226387	582843	7685	0	0	1283869	116761	2443833	1771	50086399	215878	2846	2699862415	calibrated_monotonic_raw_20ms
asyncs	65536	10	warm_followup	2	s65536-g010-warm02	6417d11ab38d4a0997d11ab38dba0977	/guest/c2_asyncs_sleep50_r340_s65536_g010	0.0.1@1784515956915	652b0dbed7bf824e35fb460145ebc92f2986bae24593d1a148ad29d757d535f1	true	200	present	e67f1254a804203e2f4112d17fed3e304d0fdf3c2ffee6b73ea35ed3e48b2fde	e67f1254a804203e2f4112d17fed3e304d0fdf3c2ffee6b73ea35ed3e48b2fde	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	353cf1b664ac	false	false	true	true	false	false	true	true	ok	219	1784516109686687230	1784516109766815306	80.128102	59	1052	263	573	65	257	0	0	0	0	0	54500083	54619189	55234101	0	0	3511575	342843	6509676	3473	135230259	624883	5709	0	0	1300649	126985	2411113	1286	50087833	231449	2114	2699862415	calibrated_monotonic_raw_20ms
asyncs	65536	10	warm_followup	3	s65536-g010-warm03	1225f8a21a424a72a5f8a21a42da722c	/guest/c2_asyncs_sleep50_r340_s65536_g010	0.0.1@1784515956915	652b0dbed7bf824e35fb460145ebc92f2986bae24593d1a148ad29d757d535f1	true	200	present	330f87cca8d86c320d7044b4d27329f9f90bd6c79226bed91b3a2d4ff21e9ce7	330f87cca8d86c320d7044b4d27329f9f90bd6c79226bed91b3a2d4ff21e9ce7	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	353cf1b664ac	false	false	true	true	false	false	true	true	ok	220	1784516109774888438	1784516109848848303	73.945165	59	1052	263	573	65	183	0	0	0	0	0	54518048	54636400	55213041	0	0	3509593	266959	6664032	5113	135228016	608439	5990	0	0	1299915	98878	2468285	1893	50087002	225359	2218	2699862415	calibrated_monotonic_raw_20ms
asyncs	65536	10	warm_followup	4	s65536-g010-warm04	abf948156fc74121b948156fc7c1210d	/guest/c2_asyncs_sleep50_r340_s65536_g010	0.0.1@1784515956915	652b0dbed7bf824e35fb460145ebc92f2986bae24593d1a148ad29d757d535f1	true	200	present	a4f19388ab7d7e29354a1a0d08f3d1c1765a6b7db13b7dfe7b3f51ff73aee5a8	a4f19388ab7d7e29354a1a0d08f3d1c1765a6b7db13b7dfe7b3f51ff73aee5a8	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	353cf1b664ac	false	false	true	true	false	false	true	true	ok	221	1784516110119207556	1784516110194674490	75.466974	60	1052	263	573	65	290	0	0	0	0	0	54497757	54613085	55209349	0	0	3549582	277403	6469509	3761	135235848	583506	7439	0	0	1314726	102747	2396236	1393	50089903	216124	2755	2699862415	calibrated_monotonic_raw_20ms
asyncs	65536	10	warm_followup	5	s65536-g010-warm05	3824cefcddb94bb2a4cefcddb98bb2dc	/guest/c2_asyncs_sleep50_r340_s65536_g010	0.0.1@1784515956915	652b0dbed7bf824e35fb460145ebc92f2986bae24593d1a148ad29d757d535f1	true	200	present	590e0d021daaeb1f315ca3092558ad714546d69e7a64aced58f77fb5bbfec0c0	590e0d021daaeb1f315ca3092558ad714546d69e7a64aced58f77fb5bbfec0c0	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	353cf1b664ac	false	false	true	true	false	false	true	true	ok	222	1784516110208635436	1784516110280861303	72.225876	60	1052	263	573	65	299	0	0	0	0	0	54588464	54727105	55339046	0	0	3530642	269509	6496560	3814	135227245	911312	7265	0	0	1307711	99823	2406255	1412	50086717	337540	2690	2699862415	calibrated_monotonic_raw_20ms
asyncs	262144	10	fresh_first_use	0	s262144-g010-fresh	092b3d00b96e4069ab3d00b96e006960	/guest/c2_asyncs_sleep50_r340_s262144_g010	0.0.1@1784515963746	7d6b705825ec131dd254418a3176f4cba04f9a0bfbaa5d0e7386146549799fed	true	200	present	4337d69f658aac907d6103bc08600728495b8a066baf7ffd62847a942d522fc6	4337d69f658aac907d6103bc08600728495b8a066baf7ffd62847a942d522fc6	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7e9427015fae	false	true	false	false	true	true	false	true	ok	223	1784516110550630609	1784516111688486830	1137.856496	1022	1052	263	573	65	909333434	32247977	28617130	2150899	30768448	877052672	66496889	976230572	979780624	11857641	509317	7767618	586865	15866993	10334	135311174	972651	9670	4391907	188644	2877019	217366	5876916	3827	50117401	360256	3581	2699884047	calibrated_monotonic_raw_20ms
asyncs	262144	10	warm_followup	1	s262144-g010-warm01	7d983ceb16824d2a983ceb1682fd2af1	/guest/c2_asyncs_sleep50_r340_s262144_g010	0.0.1@1784515963746	7d6b705825ec131dd254418a3176f4cba04f9a0bfbaa5d0e7386146549799fed	true	200	present	49e6b74f25bc33ff9f3bc18a8351b608b6b201701fce9f32cad5a59dab4f1d7a	49e6b74f25bc33ff9f3bc18a8351b608b6b201701fce9f32cad5a59dab4f1d7a	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7e9427015fae	false	false	true	true	false	false	true	true	ok	224	1784516111959872624	1784516112034820216	74.947829	60	1052	263	573	65	225	0	0	0	0	0	55017194	55214001	55781068	0	0	3652597	316522	6462698	3482	135211864	699670	6953	0	0	1352871	117235	2393694	1289	50080618	259148	2575	2699884047	calibrated_monotonic_raw_20ms
asyncs	262144	10	warm_followup	2	s262144-g010-warm02	749a482fe9754e909a482fe9754e9084	/guest/c2_asyncs_sleep50_r340_s262144_g010	0.0.1@1784515963746	7d6b705825ec131dd254418a3176f4cba04f9a0bfbaa5d0e7386146549799fed	true	200	present	f68acdf5aa0aa8583d1a27a2f481926bd50d0205843b90db22ec29de17143cdf	f68acdf5aa0aa8583d1a27a2f481926bd50d0205843b90db22ec29de17143cdf	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7e9427015fae	false	false	true	true	false	false	true	true	ok	225	1784516112305503533	1784516112399865446	94.36158	63	1052	263	573	65	228	0	0	0	0	0	56215762	56356920	56999477	0	0	5822617	331054	7470653	5857	135117236	579926	5670	0	0	2156617	122617	2767027	2169	50045569	214796	2100	2699884047	calibrated_monotonic_raw_20ms
asyncs	262144	10	warm_followup	3	s262144-g010-warm03	04e4cf2505f649fea4cf2505f6d9fe07	/guest/c2_asyncs_sleep50_r340_s262144_g010	0.0.1@1784515963746	7d6b705825ec131dd254418a3176f4cba04f9a0bfbaa5d0e7386146549799fed	true	200	present	ed306d05a6fab83043e8242b64d9f83abf80548dca7a153b4d260bc21782b5af	ed306d05a6fab83043e8242b64d9f83abf80548dca7a153b4d260bc21782b5af	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7e9427015fae	false	false	true	true	false	false	true	true	ok	226	1784516112665207355	1784516112743975570	78.76788	59	1052	263	573	65	242	0	0	0	0	0	54827708	54944328	55499491	0	0	3389466	240645	6417874	3355	135205857	614989	5533	0	0	1255411	89131	2377092	1242	50078393	227783	2049	2699884047	calibrated_monotonic_raw_20ms
asyncs	262144	10	warm_followup	4	s262144-g010-warm04	e24b7b1bb3b842048b7b1bb3b8a204ca	/guest/c2_asyncs_sleep50_r340_s262144_g010	0.0.1@1784515963746	7d6b705825ec131dd254418a3176f4cba04f9a0bfbaa5d0e7386146549799fed	true	200	present	efe6436d39a11d0343017439b4d9878142ae23c4c9f9b30f4dfd6b4b6dd139e4	efe6436d39a11d0343017439b4d9878142ae23c4c9f9b30f4dfd6b4b6dd139e4	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7e9427015fae	false	false	true	true	false	false	true	true	ok	227	1784516112756975200	1784516112838490388	81.515284	60	1052	263	573	65	235	0	0	0	0	0	54848913	54957384	55525323	0	0	3485735	217097	6372488	3188	135204567	585234	4825	0	0	1291068	80409	2360282	1180	50077916	216762	1787	2699884047	calibrated_monotonic_raw_20ms
asyncs	262144	10	warm_followup	5	s262144-g010-warm05	ea22790abb39461da2790abb39461db6	/guest/c2_asyncs_sleep50_r340_s262144_g010	0.0.1@1784515963746	7d6b705825ec131dd254418a3176f4cba04f9a0bfbaa5d0e7386146549799fed	true	200	present	1be3f2f7fe734eb67ca6a1974ca8a631c222bc80e7d15d04c14fc89f9db53743	1be3f2f7fe734eb67ca6a1974ca8a631c222bc80e7d15d04c14fc89f9db53743	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7e9427015fae	false	false	true	true	false	false	true	true	ok	228	1784516112847282514	1784516112926551047	79.268515	66	1052	263	573	65	237	0	0	0	0	0	57935306	58059319	60917496	0	0	5845900	221968	11422665	6262	135209364	582154	5065	0	0	2165241	82213	4230798	2319	50079692	215621	1876	2699884047	calibrated_monotonic_raw_20ms
asyncs	1048576	10	fresh_first_use	0	s1048576-g010-fresh	37fbe8323dea4287bbe8323dea5287ab	/guest/c2_asyncs_sleep50_r340_s1048576_g010	0.0.1@1784515971021	93171f9bdc635e33701a88d8bd68b7c88a4f8acc029f1d2c7f501e1bffd25a1a	true	200	present	19a6f1b49556dcb7fe4435b355ba239d243d3956e687cafa8ad4f84ecb94cc2f	19a6f1b49556dcb7fe4435b355ba239d243d3956e687cafa8ad4f84ecb94cc2f	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7835242cdc63	false	true	false	false	true	true	false	true	ok	229	1784516112935860769	1784516114376647529	1440.787391	1062	1052	263	573	65	915775321	31765971	28206790	2257926	30465045	883987203	63440470	979833017	985939608	6343047	1027552	3964144	455107	8983420	8137	135204085	557362	4994	2349314	380580	1468225	168560	3327246	3013	50076396	206433	1849	2699956370	calibrated_monotonic_raw_20ms
asyncs	1048576	10	warm_followup	1	s1048576-g010-warm01	725b540cf6c746499b540cf6c7e649e0	/guest/c2_asyncs_sleep50_r340_s1048576_g010	0.0.1@1784515971021	93171f9bdc635e33701a88d8bd68b7c88a4f8acc029f1d2c7f501e1bffd25a1a	true	200	present	e19de5e7b5cbcc49bbdede72217ae6809fe23121f621d6ff1b4c06107a4d714e	e19de5e7b5cbcc49bbdede72217ae6809fe23121f621d6ff1b4c06107a4d714e	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7835242cdc63	false	false	true	true	false	false	true	true	ok	230	1784516114642651679	1784516114718885395	76.234008	63	1052	263	573	65	288	0	0	0	0	0	57149494	57776560	58354325	0	0	4477604	271385	6431417	3667	135212708	572547	5095	0	0	1658398	100514	2382044	1358	50079589	212057	1887	2699956370	calibrated_monotonic_raw_20ms
asyncs	1048576	10	warm_followup	2	s1048576-g010-warm02	20931782248147f4931782248117f42a	/guest/c2_asyncs_sleep50_r340_s1048576_g010	0.0.1@1784515971021	93171f9bdc635e33701a88d8bd68b7c88a4f8acc029f1d2c7f501e1bffd25a1a	true	200	present	ae75f19cee86ee3ceb93b82c34e3f9a0ba4cae5e986d897ae6a502b31304879b	ae75f19cee86ee3ceb93b82c34e3f9a0ba4cae5e986d897ae6a502b31304879b	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7835242cdc63	false	false	true	true	false	false	true	true	ok	231	1784516114989409204	1784516115091345636	101.936211	79	1052	263	573	65	356	0	0	0	0	0	62883498	63233436	69241670	0	0	5850453	388746	11361274	6425	139499565	1060253	14886	0	0	2166869	143982	4207947	2379	51667340	392692	5513	2699956370	calibrated_monotonic_raw_20ms
asyncs	1048576	10	warm_followup	3	s1048576-g010-warm03	79c67f1c86d14d41867f1c86d18d4132	/guest/c2_asyncs_sleep50_r340_s1048576_g010	0.0.1@1784515971021	93171f9bdc635e33701a88d8bd68b7c88a4f8acc029f1d2c7f501e1bffd25a1a	true	200	present	979f306c5973b7e6984e5b08942b203d1b345e1d46b7931fbda0bd80a1c2b898	979f306c5973b7e6984e5b08942b203d1b345e1d46b7931fbda0bd80a1c2b898	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7835242cdc63	false	false	true	true	false	false	true	true	ok	232	1784516115098201219	1784516115188719267	90.518057	74	1052	263	573	65	175	0	0	0	0	0	62080254	62384444	67069123	0	0	5647914	348518	11614989	6045	135243980	1045254	11612	0	0	2091853	129082	4301917	2238	50091172	387137	4300	2699956370	calibrated_monotonic_raw_20ms
asyncs	1048576	10	warm_followup	4	s1048576-g010-warm04	da24dcddfda349efa4dcddfda3d9ef4c	/guest/c2_asyncs_sleep50_r340_s1048576_g010	0.0.1@1784515971021	93171f9bdc635e33701a88d8bd68b7c88a4f8acc029f1d2c7f501e1bffd25a1a	true	200	present	0ce2721bd4975aeb337f6cafe394a352086034006aee7faedb15fafda84be52d	0ce2721bd4975aeb337f6cafe394a352086034006aee7faedb15fafda84be52d	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7835242cdc63	false	false	true	true	false	false	true	true	ok	233	1784516115457825563	1784516115535994499	78.168748	66	1052	263	573	65	300	0	0	0	0	0	60386342	60713873	61304074	0	0	3827635	341930	11353528	5072	135217823	616373	5750	0	0	1417665	126642	4205078	1878	50081484	228289	2129	2699956370	calibrated_monotonic_raw_20ms
asyncs	1048576	10	warm_followup	5	s1048576-g010-warm05	f14f08c2f301444f8f08c2f301544f0d	/guest/c2_asyncs_sleep50_r340_s1048576_g010	0.0.1@1784515971021	93171f9bdc635e33701a88d8bd68b7c88a4f8acc029f1d2c7f501e1bffd25a1a	true	200	present	f12b7113da473656e77652c8a8f929289788167ac6b194ab637f76694a759004	f12b7113da473656e77652c8a8f929289788167ac6b194ab637f76694a759004	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	7835242cdc63	false	false	true	true	false	false	true	true	ok	234	1784516115807623291	1784516115884724725	77.101375	61	1052	263	573	65	202	0	0	0	0	0	56940736	57231372	57793506	0	0	3648967	369768	6559481	4000	135205538	630260	5914	0	0	1351491	136953	2429476	1481	50076934	233433	2190	2699956370	calibrated_monotonic_raw_20ms
asyncs	4194304	10	fresh_first_use	0	s4194304-g010-fresh	14f70304c03643beb70304c03673bea6	/guest/c2_asyncs_sleep50_r340_s4194304_g010	0.0.1@1784515984398	35e74cadd4c7cbd6a024c4a7a8830ea4f950c1d0c7a736c34c5d2eac41e5719d	true	200	present	f801ca745c76a55e6771316dddeee0953d3281bf21db33a9e5887f426cae375c	f801ca745c76a55e6771316dddeee0953d3281bf21db33a9e5887f426cae375c	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	0bf2d5b8a176	false	true	false	false	true	true	false	true	ok	235	1784516116153925752	1784516118098821898	1944.896463	1045	1052	263	573	65	712575328	33687360	29690333	3281779	32972554	678865812	79921965	794308974	795626625	6256956	4200794	3946132	453033	8816052	7512	135291706	563332	5554	2317428	1555874	1461553	167792	3265257	2782	50108847	208644	2057	2699956439	calibrated_monotonic_raw_20ms
asyncs	4194304	10	warm_followup	1	s4194304-g010-warm01	ad25367bfbed46cea5367bfbedd6ce57	/guest/c2_asyncs_sleep50_r340_s4194304_g010	0.0.1@1784515984398	35e74cadd4c7cbd6a024c4a7a8830ea4f950c1d0c7a736c34c5d2eac41e5719d	true	200	present	e6ccee155dad5e0e019aacf6bb992034f467bce1681c654d3ddf1f46122d49ac	e6ccee155dad5e0e019aacf6bb992034f467bce1681c654d3ddf1f46122d49ac	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	0bf2d5b8a176	false	false	true	true	false	false	true	true	ok	236	1784516118378909588	1784516118474376264	95.466673	74	1052	263	573	65	304	0	0	0	0	0	64641850	66726054	67339283	0	0	3636445	350449	6469851	3568	135226711	581798	6945	0	0	1346853	129798	2396279	1321	50084775	215484	2572	2699956439	calibrated_monotonic_raw_20ms
asyncs	4194304	10	warm_followup	2	s4194304-g010-warm02	d4a2ab9fb905417ca2ab9fb905e17cec	/guest/c2_asyncs_sleep50_r340_s4194304_g010	0.0.1@1784515984398	35e74cadd4c7cbd6a024c4a7a8830ea4f950c1d0c7a736c34c5d2eac41e5719d	true	200	present	da47d3b561d277f448a079ff73ec20957cd1e380a2aff7b0f064dca1f7c26d48	da47d3b561d277f448a079ff73ec20957cd1e380a2aff7b0f064dca1f7c26d48	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	0bf2d5b8a176	false	false	true	true	false	false	true	true	ok	237	1784516118741067938	1784516118839234356	98.166707	71	1052	263	573	65	269	0	0	0	0	0	64669758	65535728	66200176	0	0	3544861	306646	6452580	3879	135232187	918011	80784	0	0	1312932	113574	2389883	1436	50086803	340009	29920	2699956439	calibrated_monotonic_raw_20ms
asyncs	4194304	10	warm_followup	3	s4194304-g010-warm03	bab61bd410ca4b80b61bd410ca4b80a2	/guest/c2_asyncs_sleep50_r340_s4194304_g010	0.0.1@1784515984398	35e74cadd4c7cbd6a024c4a7a8830ea4f950c1d0c7a736c34c5d2eac41e5719d	true	200	present	23bf59e8e315b437232d7eeefd81623ef0c4ef454f0e9ba5389decb193fddb6f	23bf59e8e315b437232d7eeefd81623ef0c4ef454f0e9ba5389decb193fddb6f	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	0bf2d5b8a176	false	false	true	true	false	false	true	true	ok	238	1784516119113331425	1784516119202504944	89.173901	71	1052	263	573	65	301	0	0	0	0	0	64456806	65236789	65818697	0	0	3554641	289410	6423019	3607	135216970	595797	6242	0	0	1316554	107190	2378934	1335	50081167	220669	2311	2699956439	calibrated_monotonic_raw_20ms
asyncs	4194304	10	warm_followup	4	s4194304-g010-warm04	1a407189a1bd4d5f807189a1bded5fb8	/guest/c2_asyncs_sleep50_r340_s4194304_g010	0.0.1@1784515984398	35e74cadd4c7cbd6a024c4a7a8830ea4f950c1d0c7a736c34c5d2eac41e5719d	true	200	present	5bc7a5ef8c8062fc48c1f0972977754c1400df7f1380e51a36b96d41eeb86e3d	5bc7a5ef8c8062fc48c1f0972977754c1400df7f1380e51a36b96d41eeb86e3d	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	0bf2d5b8a176	false	false	true	true	false	false	true	true	ok	239	1784516119214285596	1784516119299605363	85.320271	71	1052	263	573	65	304	0	0	0	0	0	64392409	65169773	65758815	0	0	3580186	291740	6343762	4274	135213852	626171	6050	0	0	1326016	108053	2349579	1582	50080012	231918	2240	2699956439	calibrated_monotonic_raw_20ms
asyncs	4194304	10	warm_followup	5	s4194304-g010-warm05	bb34b5d88ebd4700b4b5d88ebdd70092	/guest/c2_asyncs_sleep50_r340_s4194304_g010	0.0.1@1784515984398	35e74cadd4c7cbd6a024c4a7a8830ea4f950c1d0c7a736c34c5d2eac41e5719d	true	200	present	853b923b7854060fb37c310ed47bd868669afcf4c759a09b852a5c9ba199e452	853b923b7854060fb37c310ed47bd868669afcf4c759a09b852a5c9ba199e452	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	0bf2d5b8a176	false	false	true	true	false	false	true	true	ok	240	1784516119308752610	1784516119392560832	83.80859	71	1052	263	573	65	306	0	0	0	0	0	64412253	65171086	65749405	0	0	3521725	322238	6412209	3650	135218715	599450	6638	0	0	1304363	119349	2374930	1351	50081813	222022	2458	2699956439	calibrated_monotonic_raw_20ms
asyncs	65536	11	fresh_first_use	0	s65536-g011-fresh	b3dfcc1b537146879fcc1b5371568735	/guest/c2_asyncs_sleep50_r340_s65536_g011	0.0.1@1784515957165	5da1845ead2bca6a674d17b1d1530888309991e220487f10aa3cfdd77b576ca9	true	200	present	1c2ab8d4384a82d01819df2f809ce96201ee541346f553524701cfa0efb280a5	1c2ab8d4384a82d01819df2f809ce96201ee541346f553524701cfa0efb280a5	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	c9406862a49c	false	true	false	false	true	true	false	true	ok	241	1784516119667072884	1784516120826059930	1158.987635	1054	1052	263	573	65	946657160	32334040	28449691	2256259	30706352	914287398	64831763	1011958810	1020758682	11745635	131641	7630963	566680	16135835	4346	135380145	987579	9699	4350360	48757	2826364	209887	5976407	1609	50142244	365780	3592	2699921929	calibrated_monotonic_raw_20ms
asyncs	65536	11	warm_followup	1	s65536-g011-warm01	396a27abfa1145e4aa27abfa1185e46d	/guest/c2_asyncs_sleep50_r340_s65536_g011	0.0.1@1784515957165	5da1845ead2bca6a674d17b1d1530888309991e220487f10aa3cfdd77b576ca9	true	200	present	0d3726c97de3bbb988f4e1f8a234393030bf4850089d588b12efdfbf2d86d050	0d3726c97de3bbb988f4e1f8a234393030bf4850089d588b12efdfbf2d86d050	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	c9406862a49c	false	false	true	true	false	false	true	true	ok	242	1784516120836137156	1784516120916114194	79.976796	62	1052	263	573	65	239	0	0	0	0	0	56144092	56249448	56819222	0	0	6166834	286812	8428651	5559	135206008	575098	5201	0	0	2284078	106229	3121812	2058	50077747	213005	1926	2699921929	calibrated_monotonic_raw_20ms
asyncs	65536	11	warm_followup	2	s65536-g011-warm02	5f223efaaf594346a23efaaf593346db	/guest/c2_asyncs_sleep50_r340_s65536_g011	0.0.1@1784515957165	5da1845ead2bca6a674d17b1d1530888309991e220487f10aa3cfdd77b576ca9	true	200	present	9e6d855250ca1f61b7b216bf39bcb2f84376ea081253f261942f4dc019658feb	9e6d855250ca1f61b7b216bf39bcb2f84376ea081253f261942f4dc019658feb	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	c9406862a49c	false	false	true	true	false	false	true	true	ok	243	1784516120925915612	1784516121015880860	89.965213	77	1052	263	573	65	182	0	0	0	0	0	57547580	57651407	61626372	0	0	5533421	300143	11392441	4648	135785107	979858	10615	0	0	2049474	111167	4219544	1721	50292234	362920	3931	2699921929	calibrated_monotonic_raw_20ms
asyncs	65536	11	warm_followup	3	s65536-g011-warm03	9d8dfe9f0a554d548dfe9f0a557d54e5	/guest/c2_asyncs_sleep50_r340_s65536_g011	0.0.1@1784515957165	5da1845ead2bca6a674d17b1d1530888309991e220487f10aa3cfdd77b576ca9	true	200	present	8564fb861ed19e60f66833e32199e4d617405da15c1b0711c1dc0e45712ed413	8564fb861ed19e60f66833e32199e4d617405da15c1b0711c1dc0e45712ed413	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	c9406862a49c	false	false	true	true	false	false	true	true	ok	244	1784516121284387829	1784516121356245449	71.857518	59	1052	263	573	65	234	0	0	0	0	0	54494321	54600307	55156863	0	0	3486759	247815	6634847	3759	135212650	590218	5729	0	0	1291429	91785	2457421	1392	50080207	218605	2121	2699921929	calibrated_monotonic_raw_20ms
